ID,delinquent,Sdelinquent,term,gender,purpose,home_ownership,age,FICO
7562,No,0,60 months,Male,Medical,Mortgage,>25,>500
7563,Yes,1,60 months,Male,Car,Rent,20-25,>500
7564,Yes,1,36 months,Female,House,Rent,>25,300-500
7565,Yes,1,36 months,Male,Medical,Mortgage,20-25,300-500
7566,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7567,Yes,1,36 months,Male,Car,Own,20-25,>500
7568,Yes,1,36 months,Female,Personal,Mortgage,>25,>500
7569,Yes,1,60 months,Male,House,Mortgage,20-25,>500
7570,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
7571,Yes,1,36 months,Male,House,Mortgage,20-25,>500
7572,No,0,36 months,Female,House,Rent,20-25,>500
7573,No,0,36 months,Female,Wedding,Mortgage,>25,>500
7574,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
7575,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7576,Yes,1,36 months,Female,Other,Own,20-25,300-500
7577,No,0,36 months,Female,House,Mortgage,20-25,>500
7578,Yes,1,36 months,Male,Other,Rent,20-25,300-500
7579,No,0,36 months,Female,House,Mortgage,20-25,>500
7580,Yes,1,36 months,Female,Other,Rent,>25,300-500
7581,Yes,1,36 months,Male,House,Rent,20-25,300-500
7582,Yes,1,36 months,Male,House,Mortgage,>25,>500
7583,Yes,1,36 months,Male,Wedding,Rent,20-25,300-500
7584,Yes,1,36 months,Female,Other,Rent,>25,300-500
7585,Yes,1,36 months,Male,House,Rent,20-25,300-500
7586,Yes,1,36 months,Female,House,Rent,>25,300-500
7587,Yes,1,36 months,Male,Wedding,Rent,20-25,300-500
7588,Yes,1,36 months,Male,Car,Rent,20-25,300-500
7589,Yes,1,36 months,Female,Car,Own,>25,300-500
7590,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7591,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
7592,Yes,1,36 months,Female,House,Mortgage,>25,300-500
7593,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7594,Yes,1,36 months,Male,House,Rent,>25,>500
7595,Yes,1,36 months,Female,House,Own,>25,300-500
7596,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7597,Yes,1,60 months,Male,House,Mortgage,20-25,>500
7598,Yes,1,36 months,Male,House,Rent,20-25,300-500
7599,Yes,1,36 months,Female,House,Rent,>25,>500
7600,Yes,1,36 months,Female,Car,Rent,20-25,300-500
7601,Yes,1,36 months,Female,Car,Rent,>25,300-500
7602,No,0,36 months,Female,House,Rent,20-25,>500
7603,Yes,1,36 months,Female,Car,Mortgage,20-25,300-500
7604,No,0,60 months,Male,House,Mortgage,>25,300-500
7605,Yes,1,36 months,Female,House,Rent,>25,300-500
7606,Yes,1,36 months,Male,House,Own,20-25,300-500
7607,Yes,1,36 months,Male,House,Mortgage,>25,>500
7608,Yes,1,36 months,Male,Car,Rent,20-25,300-500
7609,Yes,1,36 months,Female,Other,Rent,>25,300-500
7610,Yes,1,36 months,Male,Car,Rent,>25,>500
7611,No,0,36 months,Male,Other,Rent,20-25,>500
7612,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7613,Yes,1,36 months,Female,Other,Mortgage,>25,300-500
7614,Yes,1,36 months,Male,House,Rent,20-25,>500
7615,Yes,1,36 months,Male,House,Rent,20-25,300-500
7616,No,0,36 months,Male,Car,Mortgage,20-25,>500
7617,No,0,36 months,Male,Car,Mortgage,>25,>500
7618,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
7619,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
7620,Yes,1,36 months,Female,Car,Rent,20-25,300-500
7621,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7622,Yes,1,36 months,Male,Car,Mortgage,>25,>500
7623,Yes,1,36 months,Male,House,Rent,20-25,300-500
7624,Yes,1,36 months,Male,Other,Own,20-25,300-500
7625,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
7626,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
7627,No,0,36 months,Male,House,Rent,20-25,300-500
7628,No,0,36 months,Male,House,Own,20-25,>500
7629,Yes,1,36 months,Female,Car,Mortgage,20-25,>500
7630,Yes,1,36 months,Female,House,Mortgage,>25,300-500
7631,Yes,1,36 months,Male,House,Rent,20-25,300-500
7632,Yes,1,60 months,Male,House,Own,20-25,>500
7633,No,0,36 months,Female,House,Own,20-25,>500
7634,Yes,1,36 months,Male,Car,Rent,20-25,300-500
7635,No,0,36 months,Female,House,Rent,20-25,>500
7636,Yes,1,36 months,Male,House,Own,>25,>500
7637,No,0,36 months,Female,Car,Mortgage,20-25,>500
7638,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7639,Yes,1,36 months,Male,Wedding,Rent,20-25,300-500
7640,Yes,1,60 months,Male,House,Own,20-25,>500
7641,No,0,36 months,Female,Other,Own,20-25,>500
7642,No,0,36 months,Female,Car,Rent,>25,>500
7643,Yes,1,36 months,Female,Medical,Rent,>25,300-500
7644,Yes,1,36 months,Female,Medical,Rent,>25,300-500
7645,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7646,No,0,60 months,Male,Personal,Mortgage,>25,>500
7647,Yes,1,36 months,Male,Wedding,Rent,20-25,300-500
7648,Yes,1,36 months,Female,Other,Mortgage,>25,300-500
7649,No,0,36 months,Female,Car,Mortgage,>25,>500
7650,Yes,1,36 months,Female,House,Rent,>25,300-500
7651,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
7652,Yes,1,36 months,Female,House,Mortgage,>25,300-500
7653,Yes,1,36 months,Female,House,Mortgage,>25,300-500
7654,Yes,1,36 months,Female,House,Rent,>25,>500
7655,No,0,36 months,Female,House,Rent,20-25,>500
7656,No,0,60 months,Male,House,Rent,>25,300-500
7657,Yes,1,36 months,Female,House,Rent,>25,300-500
7658,Yes,1,36 months,Female,House,Mortgage,>25,300-500
7659,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7660,No,0,36 months,Male,House,Rent,>25,>500
7661,No,0,36 months,Female,Car,Mortgage,20-25,300-500
7662,No,0,36 months,Female,Car,Mortgage,20-25,>500
7663,Yes,1,36 months,Female,Personal,Mortgage,>25,>500
7664,No,0,60 months,Male,House,Rent,>25,300-500
7665,Yes,1,36 months,Female,House,Rent,>25,300-500
7666,No,0,36 months,Female,Car,Rent,>25,>500
7667,Yes,1,36 months,Female,House,Rent,>25,300-500
7668,Yes,1,36 months,Female,House,Rent,20-25,300-500
7669,Yes,1,36 months,Male,House,Rent,20-25,300-500
7670,No,0,36 months,Female,House,Mortgage,>25,>500
7671,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7672,No,0,36 months,Male,Wedding,Mortgage,20-25,>500
7673,No,0,60 months,Male,House,Rent,>25,>500
7674,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
7675,No,0,36 months,Male,Personal,Mortgage,20-25,>500
7676,No,0,36 months,Male,House,Mortgage,20-25,>500
7677,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
7678,No,0,36 months,Male,House,Rent,20-25,300-500
7679,Yes,1,36 months,Male,House,Rent,20-25,300-500
7680,Yes,1,36 months,Male,House,Mortgage,>25,>500
7681,Yes,1,36 months,Male,House,Rent,20-25,300-500
7682,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7683,No,0,60 months,Male,House,Own,>25,>500
7684,Yes,1,36 months,Female,House,Rent,>25,300-500
7685,No,0,36 months,Male,Wedding,Rent,>25,>500
7686,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7687,No,0,36 months,Female,House,Rent,20-25,>500
7688,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
7689,No,0,36 months,Female,House,Mortgage,>25,>500
7690,No,0,36 months,Female,House,Mortgage,>25,>500
7691,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
7692,No,0,36 months,Female,House,Mortgage,>25,>500
7693,Yes,1,36 months,Female,House,Rent,>25,300-500
7694,No,0,36 months,Female,House,Rent,>25,>500
7695,No,0,36 months,Female,Personal,Mortgage,>25,>500
7696,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
7697,Yes,1,36 months,Female,House,Mortgage,>25,300-500
7698,Yes,1,36 months,Male,Other,Rent,20-25,300-500
7699,Yes,1,36 months,Male,House,Rent,20-25,300-500
7700,Yes,1,36 months,Female,Personal,Mortgage,20-25,300-500
7701,No,0,36 months,Female,House,Rent,20-25,>500
7702,Yes,1,36 months,Male,House,Rent,>25,>500
7703,Yes,1,36 months,Female,Personal,Own,>25,300-500
7704,Yes,1,36 months,Male,House,Rent,20-25,300-500
7705,No,0,36 months,Male,House,Rent,20-25,>500
7706,Yes,1,36 months,Male,House,Rent,20-25,300-500
7707,Yes,1,36 months,Female,House,Rent,>25,>500
7708,Yes,1,36 months,Male,Car,Own,20-25,300-500
7709,Yes,1,36 months,Male,Car,Rent,20-25,300-500
7710,Yes,1,36 months,Male,Other,Rent,>25,>500
7711,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
7712,No,0,36 months,Female,House,Mortgage,>25,>500
7713,Yes,1,36 months,Female,Car,Rent,>25,300-500
7714,No,0,60 months,Male,Medical,Mortgage,>25,300-500
7715,No,0,36 months,Female,Other,Own,>25,>500
7716,Yes,1,36 months,Male,House,Rent,20-25,300-500
7717,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7718,Yes,1,36 months,Female,Personal,Mortgage,20-25,300-500
7719,Yes,1,36 months,Male,House,Rent,20-25,300-500
7720,No,0,36 months,Female,Car,Rent,20-25,>500
7721,Yes,1,36 months,Male,House,Mortgage,>25,>500
7722,Yes,1,36 months,Male,Personal,Mortgage,>25,>500
7723,Yes,1,36 months,Male,House,Own,20-25,300-500
7724,Yes,1,36 months,Male,House,Rent,>25,>500
7725,Yes,1,36 months,Female,House,Rent,>25,300-500
7726,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7727,Yes,1,36 months,Female,House,Rent,>25,300-500
7728,Yes,1,36 months,Female,House,Mortgage,>25,>500
7729,No,0,36 months,Female,House,Rent,>25,>500
7730,Yes,1,36 months,Female,Wedding,Rent,>25,300-500
7731,Yes,1,36 months,Male,House,Rent,>25,>500
7732,No,0,60 months,Male,House,Rent,20-25,>500
7733,Yes,1,36 months,Male,House,Rent,20-25,300-500
7734,Yes,1,36 months,Male,Wedding,Own,>25,>500
7735,Yes,1,60 months,Male,House,Rent,20-25,>500
7736,Yes,1,36 months,Female,House,Rent,>25,300-500
7737,No,0,60 months,Male,Medical,Mortgage,>25,300-500
7738,No,0,36 months,Female,House,Mortgage,20-25,>500
7739,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7740,Yes,1,36 months,Male,Car,Rent,20-25,300-500
7741,Yes,1,36 months,Male,House,Mortgage,>25,>500
7742,No,0,36 months,Female,House,Mortgage,>25,>500
7743,Yes,1,36 months,Male,House,Mortgage,>25,>500
7744,No,0,36 months,Female,House,Mortgage,20-25,>500
7745,No,0,36 months,Female,House,Mortgage,>25,>500
7746,No,0,36 months,Female,House,Rent,20-25,>500
7747,Yes,1,36 months,Female,House,Mortgage,>25,300-500
7748,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7749,Yes,1,36 months,Male,House,Rent,20-25,300-500
7750,Yes,1,36 months,Female,House,Rent,>25,300-500
7751,No,0,36 months,Female,Personal,Mortgage,20-25,>500
7752,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
7753,Yes,1,36 months,Male,Car,Rent,>25,>500
7754,No,0,36 months,Male,House,Rent,>25,>500
7755,Yes,1,36 months,Male,House,Rent,>25,>500
7756,Yes,1,36 months,Male,House,Rent,>25,>500
7757,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
7758,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
7759,Yes,1,36 months,Female,House,Rent,20-25,>500
7760,Yes,1,36 months,Male,House,Rent,20-25,300-500
7761,No,0,36 months,Female,House,Mortgage,20-25,>500
7762,Yes,1,36 months,Male,Car,Mortgage,>25,>500
7763,No,0,36 months,Female,House,Rent,20-25,>500
7764,No,0,36 months,Female,House,Rent,20-25,>500
7765,Yes,1,36 months,Female,House,Rent,>25,>500
7766,Yes,1,36 months,Female,Other,Mortgage,>25,300-500
7767,Yes,1,36 months,Female,House,Mortgage,>25,300-500
7768,Yes,1,36 months,Female,Wedding,Mortgage,>25,300-500
7769,Yes,1,36 months,Male,Car,Rent,20-25,300-500
7770,Yes,1,36 months,Male,Personal,Mortgage,>25,>500
7771,Yes,1,36 months,Female,House,Mortgage,>25,300-500
7772,Yes,1,36 months,Female,Car,Rent,>25,300-500
7773,Yes,1,60 months,Male,House,Mortgage,20-25,>500
7774,No,0,60 months,Male,Medical,Rent,>25,300-500
7775,Yes,1,60 months,Male,House,Mortgage,20-25,>500
7776,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7777,No,0,60 months,Male,Personal,Rent,>25,300-500
7778,No,0,36 months,Male,Car,Rent,20-25,300-500
7779,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
7780,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7781,Yes,1,36 months,Female,House,Rent,>25,300-500
7782,No,0,36 months,Female,Car,Mortgage,20-25,>500
7783,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7784,Yes,1,36 months,Female,House,Own,>25,300-500
7785,Yes,1,36 months,Female,Car,Rent,>25,300-500
7786,Yes,1,36 months,Female,House,Rent,20-25,>500
7787,No,0,36 months,Male,Car,Mortgage,20-25,300-500
7788,Yes,1,36 months,Female,Wedding,Own,>25,300-500
7789,Yes,1,36 months,Male,Personal,Rent,>25,>500
7790,Yes,1,36 months,Male,House,Rent,>25,>500
7791,No,0,60 months,Male,House,Rent,>25,300-500
7792,Yes,1,36 months,Female,House,Rent,>25,300-500
7793,No,0,36 months,Male,Car,Rent,>25,>500
7794,Yes,1,36 months,Male,House,Mortgage,>25,>500
7795,Yes,1,36 months,Male,House,Rent,20-25,300-500
7796,No,0,60 months,Male,Car,Mortgage,>25,>500
7797,Yes,1,36 months,Male,House,Rent,>25,>500
7798,No,0,36 months,Female,Personal,Mortgage,20-25,>500
7799,Yes,1,36 months,Male,Car,Rent,>25,>500
7800,No,0,36 months,Male,House,Mortgage,>25,>500
7801,Yes,1,36 months,Female,House,Rent,>25,300-500
7802,No,0,36 months,Female,Car,Rent,20-25,300-500
7803,Yes,1,36 months,Female,House,Rent,>25,300-500
7804,No,0,60 months,Male,other,Rent,>25,300-500
7805,No,0,36 months,Female,Car,Rent,>25,>500
7806,Yes,1,36 months,Male,Car,Rent,20-25,300-500
7807,No,0,36 months,Female,House,Mortgage,20-25,>500
7808,No,0,36 months,Male,House,Rent,>25,>500
7809,No,0,36 months,Male,House,Rent,>25,>500
7810,Yes,1,36 months,Female,House,Mortgage,>25,>500
7811,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
7812,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
7813,No,0,36 months,Female,Wedding,Rent,>25,>500
7814,No,0,36 months,Female,House,Own,>25,>500
7815,Yes,1,36 months,Female,House,Rent,>25,300-500
7816,No,0,60 months,Male,Medical,Mortgage,>25,300-500
7817,Yes,1,36 months,Male,House,Rent,20-25,300-500
7818,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
7819,No,0,36 months,Male,House,Mortgage,20-25,>500
7820,No,0,36 months,Male,House,Rent,20-25,300-500
7821,Yes,1,36 months,Male,House,Rent,20-25,300-500
7822,Yes,1,36 months,Male,House,Mortgage,>25,>500
7823,Yes,1,36 months,Male,Other,Rent,20-25,300-500
7824,Yes,1,36 months,Female,House,Rent,>25,300-500
7825,Yes,1,36 months,Male,Car,Rent,20-25,300-500
7826,Yes,1,36 months,Male,House,Rent,20-25,300-500
7827,Yes,1,36 months,Female,House,Mortgage,>25,300-500
7828,Yes,1,60 months,Male,House,Own,20-25,>500
7829,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
7830,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
7831,No,0,36 months,Female,Wedding,Own,20-25,>500
7832,No,0,36 months,Female,Personal,Mortgage,>25,>500
7833,No,0,36 months,Female,Car,Rent,>25,>500
7834,No,0,36 months,Female,House,Mortgage,20-25,>500
7835,Yes,1,36 months,Male,House,Mortgage,>25,>500
7836,No,0,36 months,Female,House,Mortgage,20-25,>500
7837,No,0,36 months,Female,House,Mortgage,20-25,>500
7838,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7839,Yes,1,36 months,Male,House,Rent,20-25,300-500
7840,Yes,1,36 months,Male,Other,Mortgage,20-25,300-500
7841,Yes,1,36 months,Female,House,Mortgage,>25,>500
7842,No,0,36 months,Female,House,Own,20-25,>500
7843,Yes,1,36 months,Female,House,Rent,20-25,300-500
7844,No,0,60 months,Male,House,Rent,>25,>500
7845,Yes,1,36 months,Female,House,Rent,20-25,300-500
7846,No,0,36 months,Female,Car,Rent,20-25,300-500
7847,Yes,1,36 months,Female,House,Rent,>25,300-500
7848,Yes,1,36 months,Male,House,Rent,20-25,300-500
7849,No,0,36 months,Male,Other,Rent,20-25,300-500
7850,No,0,36 months,Female,House,Mortgage,20-25,>500
7851,Yes,1,36 months,Male,House,Mortgage,>25,>500
7852,Yes,1,36 months,Male,Other,Rent,20-25,300-500
7853,No,0,36 months,Female,House,Mortgage,>25,>500
7854,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
7855,No,0,60 months,Male,other,Mortgage,>25,>500
7856,No,0,36 months,Female,Car,Rent,20-25,>500
7857,Yes,1,36 months,Female,Personal,Mortgage,20-25,300-500
7858,No,0,36 months,Female,House,Mortgage,20-25,>500
7859,No,0,36 months,Male,Car,Rent,20-25,300-500
7860,Yes,1,36 months,Female,House,Mortgage,>25,>500
7861,Yes,1,36 months,Male,Personal,Rent,20-25,300-500
7862,No,0,36 months,Female,Wedding,Rent,20-25,>500
7863,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7864,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7865,No,0,36 months,Male,Car,Own,20-25,300-500
7866,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
7867,Yes,1,36 months,Male,Other,Rent,20-25,300-500
7868,No,0,36 months,Male,Car,Rent,20-25,300-500
7869,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7870,No,0,36 months,Female,Personal,Mortgage,>25,>500
7871,No,0,60 months,Male,other,Rent,>25,300-500
7872,No,0,36 months,Male,House,Mortgage,>25,>500
7873,Yes,1,36 months,Female,Wedding,Rent,>25,300-500
7874,No,0,60 months,Male,House,Mortgage,>25,300-500
7875,Yes,1,36 months,Female,House,Rent,20-25,>500
7876,Yes,1,36 months,Male,House,Rent,20-25,300-500
7877,Yes,1,36 months,Male,House,Rent,20-25,300-500
7878,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
7879,Yes,1,36 months,Male,House,Rent,20-25,300-500
7880,Yes,1,36 months,Male,House,Rent,>25,>500
7881,Yes,1,36 months,Male,House,Rent,>25,>500
7882,Yes,1,36 months,Female,Car,Rent,>25,300-500
7883,Yes,1,60 months,Male,Car,Mortgage,20-25,>500
7884,Yes,1,36 months,Female,House,Rent,20-25,300-500
7885,Yes,1,60 months,Male,House,Own,20-25,>500
7886,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7887,No,0,36 months,Female,House,Rent,>25,>500
7888,Yes,1,36 months,Female,House,Mortgage,20-25,>500
7889,No,0,36 months,Female,Car,Mortgage,>25,>500
7890,No,0,36 months,Female,House,Rent,20-25,>500
7891,No,0,36 months,Female,House,Mortgage,>25,>500
7892,Yes,1,36 months,Female,Car,Rent,>25,300-500
7893,Yes,1,36 months,Male,House,Rent,20-25,300-500
7894,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7895,No,0,60 months,Male,House,Rent,>25,>500
7896,No,0,36 months,Female,House,Rent,20-25,>500
7897,Yes,1,36 months,Male,House,Rent,20-25,>500
7898,Yes,1,36 months,Male,Car,Rent,20-25,300-500
7899,No,0,36 months,Female,Wedding,Rent,>25,>500
7900,Yes,1,36 months,Female,House,Mortgage,>25,300-500
7901,Yes,1,36 months,Female,House,Mortgage,>25,300-500
7902,Yes,1,36 months,Male,House,Rent,20-25,300-500
7903,No,0,36 months,Female,Other,Own,>25,>500
7904,Yes,1,36 months,Male,House,Mortgage,>25,>500
7905,No,0,36 months,Female,House,Rent,>25,>500
7906,Yes,1,36 months,Female,House,Rent,>25,300-500
7907,Yes,1,36 months,Female,Car,Rent,20-25,>500
7908,Yes,1,36 months,Female,House,Rent,>25,300-500
7909,Yes,1,36 months,Female,House,Mortgage,>25,300-500
7910,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
7911,Yes,1,36 months,Male,House,Rent,20-25,300-500
7912,Yes,1,36 months,Female,House,Mortgage,>25,300-500
7913,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
7914,Yes,1,36 months,Female,Wedding,Rent,>25,300-500
7915,Yes,1,36 months,Female,House,Rent,>25,300-500
7916,Yes,1,36 months,Male,Personal,Mortgage,>25,>500
7917,No,0,36 months,Female,House,Rent,20-25,>500
7918,Yes,1,36 months,Male,Wedding,Rent,20-25,300-500
7919,No,0,36 months,Male,House,Rent,20-25,300-500
7920,Yes,1,60 months,Male,other,Mortgage,20-25,>500
7921,No,0,36 months,Female,Car,Mortgage,20-25,>500
7922,No,0,36 months,Male,House,Mortgage,20-25,300-500
7923,No,0,36 months,Male,House,Own,20-25,>500
7924,Yes,1,36 months,Male,House,Rent,>25,>500
7925,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
7926,No,0,36 months,Male,House,Mortgage,20-25,300-500
7927,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
7928,No,0,36 months,Male,House,Mortgage,>25,>500
7929,Yes,1,60 months,Male,House,Mortgage,20-25,>500
7930,Yes,1,36 months,Female,Car,Rent,>25,300-500
7931,Yes,1,36 months,Male,Medical,Rent,20-25,300-500
7932,No,0,36 months,Female,Personal,Mortgage,>25,>500
7933,No,0,36 months,Female,House,Mortgage,20-25,>500
7934,Yes,1,36 months,Female,Personal,Mortgage,20-25,>500
7935,Yes,1,36 months,Male,House,Rent,>25,>500
7936,No,0,36 months,Female,Wedding,Mortgage,20-25,>500
7937,Yes,1,36 months,Male,House,Rent,>25,>500
7938,Yes,1,36 months,Female,House,Rent,>25,300-500
7939,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7940,No,0,36 months,Female,House,Rent,20-25,>500
7941,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7942,Yes,1,36 months,Male,Car,Rent,20-25,300-500
7943,No,0,60 months,Male,Car,Own,>25,300-500
7944,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7945,Yes,1,36 months,Male,House,Rent,>25,>500
7946,Yes,1,36 months,Male,Other,Own,20-25,300-500
7947,No,0,36 months,Male,Car,Mortgage,20-25,>500
7948,Yes,1,36 months,Female,House,Mortgage,>25,>500
7949,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
7950,No,0,60 months,Male,House,Rent,>25,300-500
7951,Yes,1,36 months,Male,Car,Own,20-25,300-500
7952,No,0,36 months,Male,Other,Rent,20-25,300-500
7953,No,0,36 months,Female,Wedding,Rent,>25,>500
7954,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
7955,Yes,1,36 months,Male,House,Rent,>25,>500
7956,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
7957,No,0,60 months,Male,Car,Rent,>25,300-500
7958,Yes,1,36 months,Male,Personal,Mortgage,>25,>500
7959,Yes,1,36 months,Male,Car,Mortgage,>25,>500
7960,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7961,No,0,60 months,Male,other,Mortgage,>25,>500
7962,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
7963,Yes,1,36 months,Male,House,Rent,>25,>500
7964,Yes,1,36 months,Female,House,Mortgage,>25,300-500
7965,Yes,1,36 months,Female,Wedding,Rent,>25,300-500
7966,Yes,1,36 months,Female,Other,Rent,>25,300-500
7967,Yes,1,36 months,Male,House,Rent,>25,>500
7968,Yes,1,36 months,Female,House,Rent,20-25,300-500
7969,Yes,1,36 months,Male,House,Mortgage,>25,>500
7970,Yes,1,36 months,Male,House,Rent,20-25,300-500
7971,Yes,1,36 months,Female,House,Rent,>25,300-500
7972,Yes,1,36 months,Female,Car,Mortgage,20-25,300-500
7973,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
7974,Yes,1,60 months,Male,other,Rent,20-25,>500
