,employee_id,department,education,gender,no_of_trainings,age,last_promotion_rating,employee_since_years,all_tasks_completed,training_marks,is_promoted
33185,2030397,Sales & Marketing,Bachelor's,m,1,54,5,22,0,46,0
33186,2030398,Procurement,Bachelor's,f,1,30,3,5,1,68,0
33187,2030399,Operations,Bachelor's,m,1,30,1,6,0,61,0
33188,2030400,Sales & Marketing,Master's & above,m,1,35,4,6,0,49,0
33189,2030401,Procurement,Master's & above,m,3,51,3,19,0,69,0
33190,2030402,Sales & Marketing,Bachelor's,m,1,22,3,2,1,49,0
33191,2030403,Technology,Master's & above,f,1,39,3,6,0,78,0
33192,2030404,Technology,Bachelor's,f,1,22,4,2,1,77,0
33193,2030405,Operations,Bachelor's,f,1,35,4,7,0,64,0
33194,2030406,Technology,Bachelor's,f,1,31,3,5,0,82,0
33195,2030407,Technology,Bachelor's,f,1,35,3,8,1,77,0
33196,2030408,R&D,Bachelor's,m,1,41,5,9,0,81,0
33198,2030409,Analytics,Bachelor's,m,1,33,5,7,0,87,0
33199,2030410,Sales & Marketing,Master's & above,m,1,30,4,3,0,52,0
33200,2030411,Procurement,Bachelor's,m,2,37,2,9,0,71,0
33201,2030412,Sales & Marketing,Bachelor's,m,1,34,1,8,0,47,0
33202,2030413,Analytics,Bachelor's,m,2,36,3,10,0,85,0
33204,2030414,Operations,Bachelor's,m,1,52,5,15,1,60,0
33205,2030415,Sales & Marketing,Bachelor's,f,1,34,5,4,1,53,0
33206,2030416,R&D,Bachelor's,m,1,35,3,2,1,81,0
33207,2030417,Analytics,Master's & above,m,1,33,3,5,0,87,0
33208,2030418,HR,Bachelor's,m,1,33,4,3,0,42,0
33209,2030419,Procurement,Master's & above,m,2,35,1,9,0,66,0
33211,2030420,Legal,Bachelor's,m,1,28,1,4,0,60,0
33212,2030421,Sales & Marketing,Master's & above,f,1,32,1,5,0,48,0
33213,2030422,Sales & Marketing,Bachelor's,f,1,32,4,6,0,50,0
33214,2030423,Operations,Bachelor's,m,1,28,3,6,0,60,0
33215,2030424,Procurement,Bachelor's,f,1,30,5,2,1,71,0
33216,2030425,Operations,Master's & above,m,1,38,3,4,1,62,0
33217,2030426,Sales & Marketing,Bachelor's,m,1,34,4,8,0,47,0
33218,2030427,HR,Master's & above,f,1,34,3,10,0,49,0
33220,2030428,Technology,Bachelor's,m,1,25,1,3,0,78,0
33221,2030429,Sales & Marketing,Master's & above,f,1,32,3,4,1,53,0
33222,2030430,Procurement,Master's & above,f,1,29,3,2,0,69,0
33223,2030431,HR,Master's & above,m,1,48,2,18,0,53,0
33224,2030432,Operations,Below Secondary,f,1,25,3,3,0,61,0
33225,2030433,Analytics,Bachelor's,f,1,34,5,5,1,84,0
33226,2030434,Technology,Bachelor's,m,1,39,3,4,0,84,0
33227,2030435,Sales & Marketing,Bachelor's,m,1,49,3,4,0,52,0
33228,2030436,Sales & Marketing,Bachelor's,m,1,35,4,6,0,45,0
33229,2030437,Sales & Marketing,Master's & above,m,1,39,3,11,0,49,0
33230,2030438,Technology,Master's & above,m,1,37,2,9,0,79,0
33231,2030439,Sales & Marketing,Master's & above,f,1,37,3,7,0,50,0
33232,2030440,Technology,Below Secondary,m,1,26,5,2,1,81,0
33233,2030441,Operations,Bachelor's,f,1,43,3,13,0,57,0
33234,2030442,Operations,Bachelor's,f,1,40,1,12,1,91,1
33235,2030443,Operations,Bachelor's,f,1,34,3,5,1,53,0
33236,2030444,R&D,Master's & above,m,1,38,5,9,1,87,0
33238,2030445,Procurement,Master's & above,m,1,59,3,26,0,69,0
33239,2030446,Operations,Bachelor's,m,2,33,3,10,0,65,0
33240,2030447,HR,Below Secondary,m,1,25,4,2,0,48,0
33241,2030448,Sales & Marketing,Bachelor's,m,1,30,4,2,0,51,0
33242,2030449,Sales & Marketing,Master's & above,m,1,46,1,9,0,53,0
33243,2030450,Operations,Bachelor's,f,1,57,4,7,1,62,0
33245,2030451,Operations,Master's & above,m,1,32,1,5,0,56,0
33247,2030452,Operations,Bachelor's,m,1,32,1,6,0,60,0
33248,2030453,Operations,Bachelor's,m,2,29,3,2,0,59,0
33249,2030454,Procurement,Bachelor's,f,1,33,3,9,1,68,0
33250,2030455,Sales & Marketing,Bachelor's,m,1,34,3,7,0,54,0
33251,2030456,Sales & Marketing,Bachelor's,f,1,28,5,2,0,49,0
33252,2030457,Technology,Master's & above,m,1,45,3,6,0,76,0
33254,2030458,Operations,Bachelor's,f,1,34,3,9,0,61,0
33255,2030459,Sales & Marketing,Bachelor's,m,1,31,4,2,0,46,0
33256,2030460,HR,Bachelor's,m,2,30,3,6,0,53,0
33257,2030461,Technology,Master's & above,f,1,38,3,12,0,75,0
33258,2030462,Technology,Bachelor's,m,1,27,3,2,0,83,0
33259,2030463,Procurement,Bachelor's,m,1,27,1,1,1,74,0
33261,2030464,Operations,Bachelor's,m,1,57,3,3,0,59,0
33262,2030465,Operations,Bachelor's,m,1,29,3,3,1,60,0
33263,2030466,Technology,Master's & above,f,1,37,4,9,0,74,0
33265,2030467,Operations,Bachelor's,f,2,42,4,12,0,61,0
33266,2030468,Sales & Marketing,Bachelor's,m,2,33,1,4,0,51,0
33267,2030469,Sales & Marketing,Bachelor's,m,2,36,3,7,0,47,0
33268,2030470,Procurement,Bachelor's,f,2,31,2,2,0,69,0
33269,2030471,Sales & Marketing,Bachelor's,m,1,34,4,3,0,50,0
33270,2030472,Finance,Bachelor's,f,1,33,5,8,1,57,1
33271,2030473,Sales & Marketing,Master's & above,m,1,55,3,25,0,52,0
33272,2030474,Procurement,Master's & above,m,2,30,3,3,0,70,0
33273,2030475,Sales & Marketing,Bachelor's,m,1,33,3,2,0,46,0
33274,2030476,Technology,Master's & above,f,2,41,3,4,0,75,0
33275,2030477,Sales & Marketing,Master's & above,m,1,44,4,6,0,43,0
33276,2030478,Sales & Marketing,Bachelor's,m,1,40,4,5,1,49,0
33277,2030479,Operations,Bachelor's,m,1,33,3,5,1,57,0
33278,2030480,Technology,Master's & above,m,1,52,5,4,1,80,0
33279,2030481,Operations,Bachelor's,m,1,30,4,4,0,54,0
33280,2030482,Sales & Marketing,Bachelor's,m,3,35,3,10,0,49,0
33281,2030483,Procurement,Bachelor's,f,1,26,3,2,1,64,1
33282,2030484,Sales & Marketing,Master's & above,m,2,36,1,4,0,47,0
33283,2030485,Technology,Bachelor's,f,1,30,4,3,1,84,1
33284,2030486,Operations,Bachelor's,m,2,30,3,6,0,59,0
33285,2030487,Operations,Bachelor's,m,1,27,5,4,1,59,0
33287,2030488,Legal,Bachelor's,m,1,37,5,9,0,59,0
33288,2030489,Procurement,Master's & above,m,1,38,4,7,0,74,0
33289,2030490,Procurement,Bachelor's,m,1,26,5,2,1,68,0
33290,2030491,Sales & Marketing,Bachelor's,f,1,31,2,2,1,43,0
33291,2030492,Sales & Marketing,Bachelor's,m,2,36,1,9,0,49,0
33292,2030493,Operations,Bachelor's,m,1,48,3,7,0,58,0
33293,2030494,Sales & Marketing,Bachelor's,f,1,39,3,9,0,47,0
33294,2030495,Procurement,Master's & above,f,3,38,4,7,0,66,0
33295,2030496,Sales & Marketing,Master's & above,m,1,47,1,17,0,44,0
33296,2030497,Sales & Marketing,Bachelor's,m,1,41,2,6,0,48,0
33297,2030498,Sales & Marketing,Bachelor's,m,1,36,3,2,0,56,0
33298,2030499,Operations,Bachelor's,m,2,28,5,2,1,54,1
33299,2030500,Sales & Marketing,Bachelor's,f,1,32,3,7,0,49,0
33300,2030501,Technology,Master's & above,m,1,40,4,11,0,82,0
33301,2030502,Technology,Bachelor's,f,1,30,3,7,0,78,0
33302,2030503,Procurement,Bachelor's,m,1,29,3,3,0,70,0
33303,2030504,R&D,Master's & above,m,1,29,3,2,0,83,0
33304,2030505,HR,Bachelor's,m,1,30,3,9,0,53,0
33305,2030506,Sales & Marketing,Bachelor's,m,1,41,3,5,0,49,0
33306,2030507,Sales & Marketing,Bachelor's,f,2,28,3,6,1,51,0
33307,2030508,Sales & Marketing,Bachelor's,m,1,29,3,5,0,49,0
33308,2030509,Legal,Bachelor's,f,3,28,3,5,1,66,0
33309,2030510,Procurement,Bachelor's,m,1,45,1,11,0,69,0
33310,2030511,HR,Bachelor's,m,1,30,5,5,1,52,0
33312,2030512,Procurement,Bachelor's,m,3,29,2,3,1,72,0
33313,2030513,Sales & Marketing,Bachelor's,f,1,33,2,10,0,52,0
33314,2030514,Sales & Marketing,Bachelor's,f,1,39,3,4,1,50,0
33315,2030515,Procurement,Master's & above,m,1,41,5,6,1,70,0
33316,2030516,Operations,Bachelor's,m,1,32,4,5,0,58,0
33317,2030517,Finance,Bachelor's,m,1,31,3,7,1,59,0
33318,2030518,Legal,Bachelor's,m,1,31,5,4,0,60,0
33319,2030519,Operations,Bachelor's,f,1,33,3,8,1,60,0
33320,2030520,Sales & Marketing,Master's & above,f,2,40,3,11,0,61,1
33321,2030521,Analytics,Bachelor's,m,3,27,3,3,0,80,0
33323,2030522,Sales & Marketing,Bachelor's,f,1,32,3,5,1,47,0
33324,2030523,Sales & Marketing,Bachelor's,m,2,50,3,6,0,53,0
33325,2030524,Operations,Master's & above,f,2,33,2,3,0,61,0
33326,2030525,Operations,Bachelor's,f,1,35,4,2,0,57,0
33327,2030526,Operations,Bachelor's,m,1,56,2,30,0,58,0
33328,2030527,Operations,Master's & above,m,1,38,5,10,1,57,0
33329,2030528,Sales & Marketing,Master's & above,m,2,40,3,14,0,50,0
33330,2030529,Finance,Bachelor's,m,2,32,5,4,0,62,0
33331,2030530,Procurement,Bachelor's,f,1,33,2,4,0,71,0
33332,2030531,Operations,Bachelor's,f,1,31,4,6,0,55,0
33333,2030532,Operations,Master's & above,m,1,35,5,3,1,63,0
33334,2030533,Technology,Master's & above,m,1,59,3,18,0,78,0
33335,2030534,Procurement,Master's & above,f,1,51,1,7,0,70,0
33336,2030535,R&D,Master's & above,m,1,35,5,7,1,84,0
33337,2030536,Technology,Bachelor's,m,1,29,2,2,0,82,0
33338,2030537,Sales & Marketing,Bachelor's,f,1,34,3,4,0,53,0
33339,2030538,Procurement,Bachelor's,f,1,38,3,8,0,68,0
33340,2030539,Operations,Bachelor's,f,1,33,5,7,1,59,0
33341,2030540,Sales & Marketing,Master's & above,m,1,36,1,8,0,50,0
33343,2030541,Sales & Marketing,Bachelor's,f,1,35,2,2,0,52,0
33344,2030542,Analytics,Master's & above,m,2,39,3,5,0,84,0
33345,2030543,Technology,Bachelor's,f,1,32,3,10,0,84,0
33346,2030544,Technology,Master's & above,m,1,38,1,4,0,81,0
33347,2030545,Sales & Marketing,Bachelor's,m,1,35,5,5,0,48,0
33348,2030546,Sales & Marketing,Bachelor's,m,1,30,5,6,1,48,0
33349,2030547,Sales & Marketing,Bachelor's,m,1,35,4,5,0,52,0
33350,2030548,Analytics,Bachelor's,f,1,26,3,2,0,86,0
33351,2030549,Operations,Bachelor's,m,1,43,2,3,0,62,0
33353,2030550,Analytics,Bachelor's,m,2,29,1,4,0,84,0
33354,2030551,Sales & Marketing,Bachelor's,m,1,32,2,5,0,47,0
33355,2030552,Analytics,Bachelor's,m,4,27,3,4,1,85,1
33356,2030553,HR,Master's & above,m,2,58,3,12,0,48,0
33357,2030554,Procurement,Bachelor's,f,1,33,5,8,1,71,0
33358,2030555,Sales & Marketing,Master's & above,m,2,35,3,8,0,51,0
33360,2030556,Technology,Master's & above,f,1,39,5,4,1,95,1
33361,2030557,Procurement,Master's & above,f,1,35,3,8,0,68,0
33362,2030558,Analytics,Bachelor's,m,1,28,4,2,1,86,0
33363,2030559,Sales & Marketing,Master's & above,m,1,33,5,6,1,54,0
33364,2030560,Procurement,Bachelor's,m,1,29,3,5,1,71,0
33368,2030561,Sales & Marketing,Master's & above,m,2,45,3,7,1,53,0
33370,2030562,HR,Master's & above,m,1,37,4,9,0,50,0
33371,2030563,Operations,Bachelor's,f,2,35,3,8,0,58,0
33372,2030564,Operations,Bachelor's,m,2,43,4,3,1,55,1
33373,2030565,Technology,Bachelor's,f,4,34,5,7,0,76,0
33374,2030566,Sales & Marketing,Master's & above,f,1,33,5,6,0,46,0
33375,2030567,Analytics,Bachelor's,m,1,30,3,4,0,82,0
33376,2030568,Operations,Bachelor's,f,1,30,4,2,1,57,0
33377,2030569,Sales & Marketing,Bachelor's,m,1,32,3,5,0,45,0
33378,2030570,Procurement,Bachelor's,m,1,41,3,15,0,72,0
33379,2030571,Procurement,Bachelor's,m,1,44,3,8,0,70,0
33380,2030572,Operations,Bachelor's,f,1,45,5,15,1,61,0
33381,2030573,Operations,Bachelor's,m,1,41,3,5,1,57,0
33382,2030574,Operations,Bachelor's,f,1,38,3,4,1,63,0
33383,2030575,Sales & Marketing,Bachelor's,f,1,29,3,4,1,51,0
33384,2030576,Sales & Marketing,Bachelor's,m,1,35,1,7,0,54,0
33385,2030577,R&D,Master's & above,m,1,33,3,6,1,87,0
33386,2030578,Procurement,Bachelor's,m,1,30,3,5,0,72,0
33387,2030579,Sales & Marketing,Bachelor's,m,1,38,1,2,0,51,0
33388,2030580,Procurement,Master's & above,f,1,36,4,5,1,62,0
33389,2030581,Operations,Master's & above,m,1,43,4,7,0,60,0
33390,2030582,Analytics,Bachelor's,m,1,34,3,9,0,86,0
33392,2030583,Procurement,Bachelor's,f,1,39,1,7,0,71,0
33393,2030584,Sales & Marketing,Bachelor's,m,1,40,5,4,1,50,1
33394,2030585,Sales & Marketing,Bachelor's,m,1,35,5,9,0,51,0
33395,2030586,Technology,Master's & above,m,1,53,5,17,1,77,0
33397,2030587,Finance,Bachelor's,m,1,37,3,7,0,58,0
33398,2030588,Operations,Bachelor's,f,1,32,5,6,0,60,0
33399,2030589,Sales & Marketing,Bachelor's,m,1,29,1,6,0,55,0
33400,2030590,Procurement,Bachelor's,m,2,27,1,1,0,71,0
33401,2030591,Finance,Bachelor's,m,2,28,3,2,1,58,0
33402,2030592,Technology,Bachelor's,f,1,50,4,20,0,80,0
33403,2030593,Sales & Marketing,Master's & above,m,1,32,4,6,1,48,0
33404,2030594,Operations,Bachelor's,m,1,27,3,2,0,59,0
33405,2030595,Procurement,Master's & above,f,1,40,3,13,1,75,0
33406,2030596,Sales & Marketing,Master's & above,m,1,46,4,15,0,45,0
33408,2030597,Finance,Bachelor's,m,1,29,5,1,1,94,1
33409,2030598,Operations,Bachelor's,m,2,30,5,5,0,58,0
33410,2030599,Sales & Marketing,Bachelor's,m,2,23,5,2,1,51,0
33411,2030600,Analytics,Bachelor's,m,1,56,4,14,0,85,0
33412,2030601,HR,Bachelor's,m,1,27,3,2,0,54,0
33413,2030602,Sales & Marketing,Master's & above,f,1,35,1,6,0,53,0
33414,2030603,HR,Bachelor's,m,1,45,3,5,1,51,0
33415,2030604,Sales & Marketing,Master's & above,m,1,42,1,3,0,48,0
33416,2030605,Analytics,Bachelor's,m,2,33,5,9,1,84,0
33417,2030606,Operations,Master's & above,f,1,54,4,13,0,64,0
33418,2030607,Sales & Marketing,Bachelor's,f,1,39,1,7,0,52,0
33419,2030608,HR,Bachelor's,m,1,32,4,9,0,47,0
33420,2030609,Analytics,Bachelor's,m,1,33,2,5,0,87,0
33421,2030610,Sales & Marketing,Bachelor's,m,2,44,1,5,0,53,0
33422,2030611,Procurement,Bachelor's,m,1,50,4,6,1,69,0
33423,2030612,Operations,Bachelor's,m,1,34,5,5,0,71,1
33424,2030613,Procurement,Bachelor's,m,1,43,1,16,0,69,0
33425,2030614,Technology,Bachelor's,f,1,46,2,20,1,83,1
33426,2030615,Sales & Marketing,Bachelor's,m,2,32,4,3,0,51,0
33427,2030616,Sales & Marketing,Bachelor's,m,1,39,1,3,0,49,0
33428,2030617,Finance,Bachelor's,m,2,30,3,4,1,58,0
33429,2030618,Sales & Marketing,Bachelor's,f,3,31,3,6,0,46,0
33430,2030619,Operations,Bachelor's,m,1,33,3,7,0,72,1
33431,2030620,Technology,Bachelor's,m,1,35,1,9,0,82,0
33433,2030621,Operations,Bachelor's,m,1,27,1,4,0,60,0
33434,2030622,Finance,Master's & above,m,1,37,1,9,0,61,0
33435,2030623,Sales & Marketing,Bachelor's,m,3,38,1,10,0,54,0
33436,2030624,Finance,Bachelor's,f,1,51,5,7,1,57,0
33437,2030625,Operations,Bachelor's,f,1,38,4,7,1,62,0
33438,2030626,Sales & Marketing,Bachelor's,m,2,27,2,3,0,51,0
33439,2030627,Procurement,Master's & above,m,1,48,3,19,0,69,0
33440,2030628,Analytics,Bachelor's,m,1,47,3,5,0,86,0
33441,2030629,Sales & Marketing,Bachelor's,m,1,34,5,2,1,52,0
33443,2030630,Sales & Marketing,Bachelor's,m,1,23,2,2,0,53,0
33444,2030631,Procurement,Bachelor's,f,1,27,3,3,0,71,0
33445,2030632,Operations,Bachelor's,f,1,36,4,9,1,60,0
33446,2030633,Operations,Master's & above,m,1,39,5,4,0,57,0
33447,2030634,Procurement,Bachelor's,m,1,42,3,7,1,66,0
33448,2030635,Finance,Bachelor's,m,1,28,4,5,0,61,0
33449,2030636,Legal,Bachelor's,m,1,29,1,4,0,63,0
33450,2030637,Sales & Marketing,Master's & above,f,1,34,5,3,1,48,0
33451,2030638,Analytics,Bachelor's,m,1,27,3,4,0,88,0
33452,2030639,Sales & Marketing,Bachelor's,f,1,32,4,7,0,51,0
33453,2030640,Operations,Bachelor's,m,1,26,4,2,1,61,0
33454,2030641,Sales & Marketing,Bachelor's,m,1,38,5,7,0,49,0
33455,2030642,Sales & Marketing,Bachelor's,m,1,33,5,4,1,53,0
33456,2030643,Technology,Master's & above,f,1,31,1,5,0,80,0
33458,2030644,Finance,Bachelor's,m,3,29,3,2,0,63,0
33459,2030645,Procurement,Bachelor's,m,1,39,3,13,0,74,0
33460,2030646,Operations,Master's & above,m,1,40,4,4,1,61,0
33461,2030647,Sales & Marketing,Bachelor's,m,1,39,2,6,0,50,0
33462,2030648,Procurement,Bachelor's,m,1,33,2,3,1,70,0
33463,2030649,Technology,Bachelor's,m,1,40,3,12,0,80,0
33464,2030650,Sales & Marketing,Bachelor's,m,1,28,5,4,1,53,1
33465,2030651,Legal,Bachelor's,m,1,26,5,2,1,60,0
33466,2030652,Technology,Bachelor's,f,1,33,5,3,1,80,1
33467,2030653,Procurement,Master's & above,m,1,36,1,9,0,70,0
33468,2030654,HR,Bachelor's,f,1,25,1,2,0,49,0
33470,2030655,Sales & Marketing,Bachelor's,m,1,27,3,3,1,55,0
33471,2030656,Analytics,Bachelor's,m,3,32,3,7,0,87,0
33472,2030657,Analytics,Master's & above,m,1,44,4,14,0,89,0
33473,2030658,Sales & Marketing,Bachelor's,m,1,34,4,3,0,49,0
33474,2030659,Sales & Marketing,Bachelor's,m,1,36,3,2,0,50,0
33475,2030660,Procurement,Master's & above,m,1,39,5,5,1,70,0
33476,2030661,Operations,Master's & above,f,2,34,1,10,0,58,0
33477,2030662,Analytics,Master's & above,m,2,39,3,5,0,88,0
33478,2030663,Finance,Bachelor's,m,1,34,3,3,0,60,0
33480,2030664,Analytics,Bachelor's,m,2,41,3,3,1,89,0
33481,2030665,Operations,Bachelor's,m,1,28,4,2,1,61,0
33482,2030666,Legal,Bachelor's,m,1,28,2,2,0,55,0
33484,2030667,Sales & Marketing,Bachelor's,m,1,44,3,2,1,49,1
33485,2030668,Procurement,Master's & above,f,1,33,2,6,1,68,1
33487,2030669,Procurement,Master's & above,f,2,50,3,4,0,69,0
33488,2030670,Technology,Below Secondary,f,1,25,4,2,1,81,0
33490,2030671,Sales & Marketing,Bachelor's,m,1,33,3,7,1,45,0
33491,2030672,Procurement,Bachelor's,m,1,33,2,7,0,70,0
33492,2030673,Sales & Marketing,Master's & above,f,1,33,3,9,0,52,0
33493,2030674,Legal,Bachelor's,m,1,33,3,6,0,58,0
33494,2030675,Operations,Master's & above,f,1,36,4,4,1,61,0
33495,2030676,HR,Bachelor's,m,1,37,5,7,0,50,0
33496,2030677,Sales & Marketing,Bachelor's,m,1,45,4,13,0,43,0
33497,2030678,Operations,Bachelor's,f,1,35,5,7,1,84,1
33498,2030679,Operations,Bachelor's,f,1,30,1,5,0,56,0
33499,2030680,Technology,Bachelor's,f,1,28,1,3,0,83,0
33500,2030681,Operations,Bachelor's,m,1,28,3,3,0,56,0
33502,2030682,Procurement,Bachelor's,f,1,29,3,4,1,73,0
33503,2030683,Analytics,Bachelor's,m,1,27,4,3,0,82,0
33504,2030684,Sales & Marketing,Master's & above,f,1,32,3,5,0,51,0
33505,2030685,Operations,Bachelor's,m,2,46,3,9,0,60,0
33506,2030686,Technology,Bachelor's,m,1,25,4,3,0,81,0
33507,2030687,Procurement,Bachelor's,f,1,34,4,8,0,70,0
33508,2030688,Sales & Marketing,Bachelor's,m,1,31,5,5,1,47,0
33509,2030689,Finance,Master's & above,f,2,35,4,6,0,58,0
33510,2030690,HR,Bachelor's,m,1,31,2,2,0,49,0
33511,2030691,Sales & Marketing,Bachelor's,m,1,33,3,7,0,53,0
33512,2030692,Operations,Bachelor's,m,1,36,2,3,1,60,0
33513,2030693,Technology,Bachelor's,f,1,35,2,8,0,79,0
33514,2030694,Operations,Bachelor's,f,1,31,3,6,0,64,1
33515,2030695,Finance,Bachelor's,f,1,40,3,6,1,55,1
33516,2030696,Procurement,Bachelor's,m,1,36,5,4,1,70,0
33517,2030697,Procurement,Bachelor's,m,1,33,3,3,1,70,0
33518,2030698,Analytics,Bachelor's,m,1,33,3,4,0,87,0
33519,2030699,Sales & Marketing,Bachelor's,m,2,35,4,7,0,51,0
33520,2030700,Technology,Master's & above,m,1,33,3,3,1,81,0
33521,2030701,Procurement,Master's & above,m,1,41,3,3,1,70,0
33522,2030702,Operations,Bachelor's,m,1,31,4,4,1,63,0
33523,2030703,Technology,Bachelor's,m,1,36,3,5,0,81,0
33524,2030704,Sales & Marketing,Bachelor's,m,1,35,2,8,0,53,0
33525,2030705,Operations,Master's & above,f,2,40,2,2,1,59,0
33526,2030706,Procurement,Bachelor's,m,2,32,3,5,0,69,0
33527,2030707,Sales & Marketing,Bachelor's,m,2,38,4,9,0,53,0
33528,2030708,Analytics,Bachelor's,m,1,30,3,2,1,85,0
33530,2030709,Analytics,Master's & above,m,1,35,5,4,1,88,0
33531,2030710,Sales & Marketing,Master's & above,m,1,40,1,9,0,49,0
33532,2030711,Procurement,Bachelor's,f,1,31,3,6,0,69,0
33533,2030712,Sales & Marketing,Master's & above,m,1,38,4,5,1,83,1
33534,2030713,Sales & Marketing,Bachelor's,f,1,32,1,5,0,50,0
33535,2030714,Operations,Master's & above,m,1,41,3,7,0,55,0
33536,2030715,Operations,Bachelor's,f,1,43,1,6,0,61,0
33537,2030716,Analytics,Bachelor's,m,2,32,4,7,0,87,0
33538,2030717,Operations,Master's & above,m,1,37,5,10,0,59,0
33539,2030718,Procurement,Master's & above,m,2,36,4,9,1,69,0
33540,2030719,Operations,Bachelor's,f,1,29,2,4,1,55,1
33541,2030720,Technology,Bachelor's,m,1,33,3,3,1,84,0
33542,2030721,Sales & Marketing,Bachelor's,m,1,39,1,5,0,48,0
33543,2030722,HR,Bachelor's,f,1,31,1,4,0,49,0
33544,2030723,Procurement,Master's & above,f,1,48,3,4,0,71,0
33545,2030724,Finance,Bachelor's,m,1,31,5,3,1,59,0
33546,2030725,Sales & Marketing,Bachelor's,m,1,27,3,5,1,41,1
33548,2030726,Operations,Bachelor's,f,1,36,4,9,0,64,0
33549,2030727,Operations,Bachelor's,m,1,38,3,3,0,59,0
33550,2030728,Technology,Master's & above,m,1,38,4,8,0,82,0
33551,2030729,Sales & Marketing,Bachelor's,m,1,31,1,4,0,54,0
33552,2030730,Finance,Bachelor's,m,1,33,3,5,0,55,0
33553,2030731,Sales & Marketing,Bachelor's,m,1,37,1,9,0,48,0
33554,2030732,Analytics,Bachelor's,m,1,28,2,6,0,87,0
33555,2030733,Operations,Master's & above,m,1,38,4,9,0,55,0
33556,2030734,Sales & Marketing,Master's & above,m,1,41,3,9,0,48,0
33557,2030735,Technology,Bachelor's,f,1,28,3,2,0,79,0
33558,2030736,Procurement,Master's & above,f,1,40,1,9,0,71,0
33559,2030737,Procurement,Bachelor's,m,3,31,3,5,0,71,0
33560,2030738,Sales & Marketing,Bachelor's,m,1,33,3,10,0,49,0
33561,2030739,Sales & Marketing,Bachelor's,m,1,36,1,9,0,53,0
33563,2030740,Procurement,Bachelor's,m,1,29,5,6,1,70,0
33564,2030741,Operations,Master's & above,m,1,40,2,4,1,91,1
33565,2030742,Technology,Bachelor's,f,1,29,3,3,1,81,1
33566,2030743,Legal,Bachelor's,m,1,33,3,3,0,55,0
33567,2030744,Analytics,Bachelor's,f,1,29,5,3,0,87,0
33569,2030745,Sales & Marketing,Bachelor's,m,2,38,3,6,0,47,0
33570,2030746,Procurement,Master's & above,f,1,52,3,21,0,67,0
33571,2030747,Analytics,Bachelor's,m,1,26,4,2,0,86,0
33573,2030748,Operations,Bachelor's,f,2,32,3,3,0,62,0
33574,2030749,Operations,Bachelor's,m,3,29,5,5,0,59,0
33575,2030750,Procurement,Master's & above,m,1,35,2,6,0,71,0
33576,2030751,HR,Master's & above,f,2,50,4,15,1,60,1
33577,2030752,Technology,Bachelor's,m,1,42,4,14,0,79,0
33579,2030753,Operations,Bachelor's,f,1,50,3,20,1,61,1
33580,2030754,Sales & Marketing,Bachelor's,m,1,60,4,7,0,47,0
33581,2030755,HR,Bachelor's,f,1,33,5,3,0,46,0
33582,2030756,Operations,Bachelor's,f,1,32,5,2,1,57,0
33583,2030757,HR,Master's & above,f,1,35,3,8,1,48,0
33584,2030758,Sales & Marketing,Bachelor's,m,1,45,4,18,1,52,1
33585,2030759,Sales & Marketing,Master's & above,m,1,42,5,2,1,56,1
33586,2030760,Technology,Bachelor's,m,3,28,4,5,0,78,0
33587,2030761,Procurement,Master's & above,m,2,50,3,3,1,69,0
33588,2030762,Operations,Master's & above,m,1,32,4,6,1,60,0
33589,2030763,Sales & Marketing,Bachelor's,m,2,26,5,5,0,43,0
33591,2030764,Analytics,Master's & above,m,1,35,5,9,1,84,1
33592,2030765,Operations,Bachelor's,m,1,27,3,3,0,55,0
33593,2030766,Analytics,Master's & above,m,1,42,3,4,0,83,0
33594,2030767,Legal,Below Secondary,m,1,27,5,3,0,75,1
33595,2030768,Sales & Marketing,Bachelor's,m,1,21,3,2,0,48,0
33596,2030769,Finance,Master's & above,m,1,33,5,5,1,59,0
33598,2030770,Sales & Marketing,Bachelor's,m,1,51,5,10,1,49,0
33599,2030771,Sales & Marketing,Bachelor's,m,1,30,2,2,1,51,0
33600,2030772,Technology,Master's & above,m,1,40,3,4,1,76,0
33601,2030773,HR,Below Secondary,m,1,22,3,2,1,54,0
33602,2030774,Operations,Bachelor's,f,1,58,5,11,1,58,0
33603,2030775,Sales & Marketing,Master's & above,m,1,34,3,4,0,49,0
33604,2030776,Sales & Marketing,Bachelor's,m,1,31,5,7,1,53,0
33605,2030777,Operations,Bachelor's,m,1,33,4,6,0,57,0
33607,2030778,Sales & Marketing,Bachelor's,m,2,33,5,3,0,49,0
33608,2030779,Sales & Marketing,Master's & above,m,1,57,3,7,0,50,0
33609,2030780,Sales & Marketing,Bachelor's,m,1,36,3,3,0,52,0
33610,2030781,Sales & Marketing,Bachelor's,f,2,28,3,3,0,59,1
33611,2030782,Sales & Marketing,Bachelor's,m,1,35,5,9,1,94,1
33612,2030783,Operations,Bachelor's,m,1,34,5,7,0,60,0
33613,2030784,Operations,Master's & above,f,1,42,3,15,0,54,0
33614,2030785,R&D,Bachelor's,f,1,32,5,5,0,85,0
33615,2030786,Operations,Master's & above,m,1,31,4,2,0,60,0
33616,2030787,Procurement,Master's & above,m,1,33,3,7,0,67,0
33617,2030788,Operations,Bachelor's,f,1,27,5,2,1,59,0
33618,2030789,Procurement,Bachelor's,m,1,38,3,2,1,69,0
